id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type,added_at,genres,album_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,time_signature
7mBE81zjitbqaf6oN31R5u,Sensiz Ben,65,audio_features,False,False,270480,1,3,1bzmtVU7jf2rRZJALkZA3j,Pera,1bzmtVU7jf2rRZJALkZA3j,Pera,1lmUxG4Ahnb3FeeUEoIGUO,Giz,2013-12-10,14,album,2021-11-05T23:39:23Z,['turkish rock'],['turkish rock'],0.726,0.611,9,-8.058,0,0.0254,0.117,0.000311,0.226,0.554,106.042,spotify:track:7mBE81zjitbqaf6oN31R5u,https://api.spotify.com/v1/tracks/7mBE81zjitbqaf6oN31R5u,https://api.spotify.com/v1/audio-analysis/7mBE81zjitbqaf6oN31R5u,4
3P8q56eRbK2ujkKT84I7av,İzmir'in Kızları,50,audio_features,False,False,280267,1,8,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,4nsSpFG5INHqLvzf1OZbQ1,Deniz Yıldızı,2008-06-18,14,album,2021-11-05T23:37:30Z,['turkish pop'],['turkish pop'],0.598,0.632,6,-5.772,0,0.0363,0.562,0.0,0.0892,0.735,144.913,spotify:track:3P8q56eRbK2ujkKT84I7av,https://api.spotify.com/v1/tracks/3P8q56eRbK2ujkKT84I7av,https://api.spotify.com/v1/audio-analysis/3P8q56eRbK2ujkKT84I7av,4
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,77,audio_features,False,False,195519,1,2,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,14,album,2021-06-29T11:59:06Z,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']","['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,spotify:track:04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R,4
67VXzMGtIrbj52tB6D4djH,Huyu Suyu,64,audio_features,False,False,153972,1,1,1zofEGCCvRwAdhetK573gb,emir taha,1zofEGCCvRwAdhetK573gb,emir taha,59X5b8naRHRkj3jjCpM45O,Huyu Suyu,2020-05-22,1,album,2021-06-25T10:53:21Z,['turkish trap pop'],['turkish trap pop'],0.744,0.372,5,-12.749,0,0.141,0.478,0.000929,0.284,0.326,155.989,spotify:track:67VXzMGtIrbj52tB6D4djH,https://api.spotify.com/v1/tracks/67VXzMGtIrbj52tB6D4djH,https://api.spotify.com/v1/audio-analysis/67VXzMGtIrbj52tB6D4djH,4
1fFUHk3ndRnLACiyzOexQF,Sto 'Pa Ke Sto Xanaleo - Live,36,audio_features,False,False,287400,1,16,0eLU3EgFDZOFgd2Dwalfwo,George Dalaras,0eLU3EgFDZOFgd2Dwalfwo,George Dalaras,6OnpE8EPqva5afPSkqGHJm,Zodani Ihografisi Stin Iera Odo,1997-01-01,16,album,2020-12-21T14:11:04Z,"['entehno', 'greek guitar', 'laiko', 'rebetiko']","['entehno', 'greek guitar', 'laiko', 'rebetiko']",0.345,0.474,10,-9.252,1,0.031,0.644,0.000144,0.953,0.0666,93.686,spotify:track:1fFUHk3ndRnLACiyzOexQF,https://api.spotify.com/v1/tracks/1fFUHk3ndRnLACiyzOexQF,https://api.spotify.com/v1/audio-analysis/1fFUHk3ndRnLACiyzOexQF,4
33mwlULWGPU3NaRiKB73mQ,Margarites,43,audio_features,False,False,246933,1,5,7xySz9OyEWxKC6RyDlo256,Angela Dimitriou,7xySz9OyEWxKC6RyDlo256,Angela Dimitriou,1IrOQAe8Maavs0a5UyDVlC,Mi Mas Agapas,1996-11-11,13,album,2020-12-16T23:13:27Z,"['greek pop', 'laiko']","['greek pop', 'laiko']",0.599,0.565,2,-12.606,1,0.0466,0.275,0.0,0.0545,0.581,169.719,spotify:track:33mwlULWGPU3NaRiKB73mQ,https://api.spotify.com/v1/tracks/33mwlULWGPU3NaRiKB73mQ,https://api.spotify.com/v1/audio-analysis/33mwlULWGPU3NaRiKB73mQ,4
6bJnv3XAkUBlNQ9CKiICKl,ily,0,audio_features,False,False,181071,1,1,1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,0Bo7e70BaJBWpPcT9PjJyP,ily,2019-11-26,1,album,2020-12-11T15:59:00Z,['tropical house'],['tropical house'],0.668,0.802,11,-7.317,0,0.0816,0.0581,0.0125,0.362,0.293,112.039,spotify:track:6bJnv3XAkUBlNQ9CKiICKl,https://api.spotify.com/v1/tracks/6bJnv3XAkUBlNQ9CKiICKl,https://api.spotify.com/v1/audio-analysis/6bJnv3XAkUBlNQ9CKiICKl,4
3zWfjRtvm3gFEAjqeWScEl,Field,66,audio_features,False,False,113050,1,2,69RwhKw37lY73bMGaSts7C,Evgeny Grinko,69RwhKw37lY73bMGaSts7C,Evgeny Grinko,4bfTO7z4xWS3ATjq5j9ay5,Silent Like Water,2015,5,album,2020-10-09T12:31:27Z,['turkish instrumental'],['turkish instrumental'],0.191,0.0859,9,-21.876,0,0.0389,0.988,0.902,0.115,0.292,161.21,spotify:track:3zWfjRtvm3gFEAjqeWScEl,https://api.spotify.com/v1/tracks/3zWfjRtvm3gFEAjqeWScEl,https://api.spotify.com/v1/audio-analysis/3zWfjRtvm3gFEAjqeWScEl,4
4TXW37vOHHoo1oyYHEw85t,Kedi,46,audio_features,False,False,213024,1,1,5IAxUWLiTMsvc1oWPrczNj,Melek Mosso,5IAxUWLiTMsvc1oWPrczNj,Melek Mosso,5TqMx2jp6pQIrafEc4hLTB,Kedi,2018-02-23,1,album,2020-10-02T12:56:03Z,"['turkish alt pop', 'turkish pop']","['turkish alt pop', 'turkish pop']",0.824,0.703,7,-5.242,1,0.173,0.192,0.0,0.0919,0.645,124.031,spotify:track:4TXW37vOHHoo1oyYHEw85t,https://api.spotify.com/v1/tracks/4TXW37vOHHoo1oyYHEw85t,https://api.spotify.com/v1/audio-analysis/4TXW37vOHHoo1oyYHEw85t,4
5n6RDaGFSN88oRWuGtYAIN,The Show Must Go On - Remastered 2011,71,audio_features,False,False,277827,1,12,1dfeR4HaWDbWqFHLkxsg1d,Queen,1dfeR4HaWDbWqFHLkxsg1d,Queen,5kffKW0sSLo6tkLg1veUGC,Innuendo (2011 Remaster),1991-02-05,12,album,2020-10-02T12:56:03Z,"['classic rock', 'glam rock', 'rock']","['classic rock', 'glam rock', 'rock']",0.426,0.687,11,-6.926,0,0.0329,0.409,0.0,0.112,0.189,84.141,spotify:track:5n6RDaGFSN88oRWuGtYAIN,https://api.spotify.com/v1/tracks/5n6RDaGFSN88oRWuGtYAIN,https://api.spotify.com/v1/audio-analysis/5n6RDaGFSN88oRWuGtYAIN,4
0oA9wBGDY4uyILLg4GymWP,Tom's Diner,66,audio_features,False,False,269333,1,1,23xqmJEN3oVxwzqtNIyR5m,AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,AnnenMayKantereit,7ClPGbXY81egfNn8H1hDAg,Tom's Diner,2019-06-28,1,album,2020-09-25T22:13:29Z,"['cologne indie', 'german pop', 'german singer-songwriter']","['cologne indie', 'german pop', 'german singer-songwriter']",0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,spotify:track:0oA9wBGDY4uyILLg4GymWP,https://api.spotify.com/v1/tracks/0oA9wBGDY4uyILLg4GymWP,https://api.spotify.com/v1/audio-analysis/0oA9wBGDY4uyILLg4GymWP,4
3H7ihDc1dqLriiWXwsc2po,Breaking Me,84,audio_features,False,False,166794,1,1,0u6GtibW46tFX7koQ6uNJZ,Topic,0u6GtibW46tFX7koQ6uNJZ,Topic,3nBQlhUvErkw8DVpF47WAn,Breaking Me,2019-12-19,1,album,2020-08-31T09:10:12Z,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']","['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,4
76nqCfJOcFFWBJN32PAksn,Kings & Queens,6,audio_features,False,False,162399,1,1,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,6yUkGEJftbJl1QPvz4WTjO,Kings & Queens,2020-03-12,2,album,2020-08-27T19:28:32Z,"['dance pop', 'pop']","['dance pop', 'pop']",0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,spotify:track:76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/tracks/76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/audio-analysis/76nqCfJOcFFWBJN32PAksn,4
42HO3JtyoWWPC7mgReWRL8,Kendime Sardım,59,audio_features,False,False,196557,1,1,1nFJWl30l3PAHei86OxN0i,Oğuzhan Koç,1nFJWl30l3PAHei86OxN0i,Oğuzhan Koç,7kN9vX4uV5aGhSe01Vf7Wx,Kendime Sardım,2020-06-05,1,album,2020-06-18T06:58:37Z,"['turkish pop', 'turkish trap pop']","['turkish pop', 'turkish trap pop']",0.835,0.432,7,-7.892,0,0.114,0.104,2.33e-06,0.107,0.883,95.022,spotify:track:42HO3JtyoWWPC7mgReWRL8,https://api.spotify.com/v1/tracks/42HO3JtyoWWPC7mgReWRL8,https://api.spotify.com/v1/audio-analysis/42HO3JtyoWWPC7mgReWRL8,4
1Og9qOp7Az04bKj66p8og2,Her An Gidebilirim,33,audio_features,False,False,284666,1,1,7CW2eGwAuElNq09rVtZYsM,Sena Şener,7CW2eGwAuElNq09rVtZYsM,Sena Şener,4CiypSyesj8yYGVNYAjtqL,Her An Gidebilirim,2019-11-22,1,album,2020-05-22T07:28:14Z,"['turkish alt pop', 'turkish modern jazz']","['turkish alt pop', 'turkish modern jazz']",0.504,0.276,7,-8.143,0,0.029,0.687,3.34e-05,0.0857,0.175,74.042,spotify:track:1Og9qOp7Az04bKj66p8og2,https://api.spotify.com/v1/tracks/1Og9qOp7Az04bKj66p8og2,https://api.spotify.com/v1/audio-analysis/1Og9qOp7Az04bKj66p8og2,4
1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),74,audio_features,False,False,184280,1,1,3KwmxIhSe9UTSEF37kwngR,SHAED,3KwmxIhSe9UTSEF37kwngR,SHAED,5QqqBZmdQmY1MvlnpBkagB,Trampoline (with ZAYN),2019-09-26,1,album,2020-04-15T13:19:54Z,"['electropop', 'pop']","['electropop', 'pop']",0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/tracks/1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/audio-analysis/1iQDltZqI7BXnHrFy4Qo1k,4
1rqqCSm0Qe4I9rUvWncaom,High Hopes,84,audio_features,False,False,190947,1,4,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,6ApYSpXF8GxZAgBTHDzYge,Pray for the Wicked,2018-06-22,11,album,2020-04-03T01:58:38Z,['modern rock'],['modern rock'],0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,4
6gCkhtTNxRCTe5auCcGSzj,Press Start,58,audio_features,False,True,209771,1,1,4AFmCAFHwoV2o3QR1Wgup4,MDK,4AFmCAFHwoV2o3QR1Wgup4,MDK,1U9SRqhD3Nr6jlDgkwYZFP,Press Start,2015-08-25,1,album,2020-04-01T17:36:44Z,['speedrun'],['speedrun'],0.721,0.962,5,-3.256,0,0.134,0.0167,0.0145,0.899,0.432,122.971,spotify:track:6gCkhtTNxRCTe5auCcGSzj,https://api.spotify.com/v1/tracks/6gCkhtTNxRCTe5auCcGSzj,https://api.spotify.com/v1/audio-analysis/6gCkhtTNxRCTe5auCcGSzj,4
5yovoEh1QchaVvSMoMK3e6,Yarım Porsiyon Aydınlık,33,audio_features,False,False,168040,1,5,1lIbZfJvMQRqzhtCQsg5EI,Cem Karaca,1lIbZfJvMQRqzhtCQsg5EI,Cem Karaca,2XOBM8IoKwygrY2Y4eSlCa,Merhaba Gençler,1994-02-02,12,album,2020-03-24T03:24:23Z,"['anadolu rock', 'karadeniz turkuleri', 'turkish psych', 'turkish rock']","['anadolu rock', 'karadeniz turkuleri', 'turkish psych', 'turkish rock']",0.54,0.659,4,-8.48,0,0.0274,0.452,2.15e-06,0.219,0.727,108.569,spotify:track:5yovoEh1QchaVvSMoMK3e6,https://api.spotify.com/v1/tracks/5yovoEh1QchaVvSMoMK3e6,https://api.spotify.com/v1/audio-analysis/5yovoEh1QchaVvSMoMK3e6,3
4lch7R4LCt4C0iTNSNaVmE,"Talk, Talk, Talk",0,audio_features,False,False,148500,1,1,4CEKt71wejKzb1WMU1zvt0,TRALA,4CEKt71wejKzb1WMU1zvt0,TRALA,1W5lfJUpGnNOZyVnSGNTvB,"Talk, Talk, Talk",2019-08-16,1,album,2020-02-07T09:48:27Z,['christian pop'],['christian pop'],0.749,0.67,11,-8.741,0,0.169,0.147,0.0,0.252,0.499,108.039,spotify:track:4lch7R4LCt4C0iTNSNaVmE,https://api.spotify.com/v1/tracks/4lch7R4LCt4C0iTNSNaVmE,https://api.spotify.com/v1/audio-analysis/4lch7R4LCt4C0iTNSNaVmE,4
62yJjFtgkhUrXktIoSjgP2,Radioactive,79,audio_features,False,False,186813,1,1,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,6nxDQi0FeEwccEPJeNySoS,Night Visions,2012-09-04,14,album,2019-12-22T00:58:05Z,"['modern rock', 'rock']","['modern rock', 'rock']",0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,spotify:track:62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2,4
5Sjtp0ba9yhYvbI6bpCX3O,haytalar dükkanı,43,audio_features,False,False,301740,1,2,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,1qwkRJmShmeFs57V49beII,meşk,2019-07-26,3,album,2019-12-22T00:52:49Z,['turkish pop'],['turkish pop'],0.523,0.583,6,-6.086,1,0.121,0.412,3.78e-06,0.0917,0.671,94.128,spotify:track:5Sjtp0ba9yhYvbI6bpCX3O,https://api.spotify.com/v1/tracks/5Sjtp0ba9yhYvbI6bpCX3O,https://api.spotify.com/v1/audio-analysis/5Sjtp0ba9yhYvbI6bpCX3O,4
69Is1lNX7KGNvXgrtKDzIW,Beyaz,34,audio_features,False,False,194720,1,2,4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,3M7nlSwYZ6aXaStiFaqUG6,Gönül Davası,2017-11-30,2,album,2019-11-01T00:36:13Z,['turkish alt pop'],['turkish alt pop'],0.648,0.665,9,-6.053,0,0.0397,0.616,0.0,0.0992,0.589,89.963,spotify:track:69Is1lNX7KGNvXgrtKDzIW,https://api.spotify.com/v1/tracks/69Is1lNX7KGNvXgrtKDzIW,https://api.spotify.com/v1/audio-analysis/69Is1lNX7KGNvXgrtKDzIW,4
131T3kM6o8YB7KXhvjyuPN,Inadına,46,audio_features,False,False,158640,1,2,0rRu3Co1oQ6Ce3yz7btJzB,Karsu,0rRu3Co1oQ6Ce3yz7btJzB,Karsu,4tKiQFQ4j6fzMdoriugGvv,Karsu,2019-10-10,12,album,2019-10-10T18:26:12Z,['turkish alt pop'],['turkish alt pop'],0.853,0.605,5,-6.043,0,0.0323,0.0892,6.43e-05,0.0293,0.937,120.002,spotify:track:131T3kM6o8YB7KXhvjyuPN,https://api.spotify.com/v1/tracks/131T3kM6o8YB7KXhvjyuPN,https://api.spotify.com/v1/audio-analysis/131T3kM6o8YB7KXhvjyuPN,4
75XSmc3qMTJ9fC70uklGMF,Miracle of Love,0,audio_features,False,False,274893,1,8,0NKDgy9j66h3DLnN8qu1bB,Eurythmics,0LyfQWJT6nXafLPZqxe9Of,Various Artists,3dx2i0MUCiPhXs5r6T5j8r,Soft Rock Classics,1999-06-28,16,album,2019-09-26T07:52:38Z,"['art rock', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",[],0.528,0.614,2,-7.202,1,0.0256,0.261,1.86e-06,0.361,0.301,106.388,spotify:track:75XSmc3qMTJ9fC70uklGMF,https://api.spotify.com/v1/tracks/75XSmc3qMTJ9fC70uklGMF,https://api.spotify.com/v1/audio-analysis/75XSmc3qMTJ9fC70uklGMF,4
3GZlJvYxjNc1WaMhds7wbu,Başka Şarkı (feat. Sila),35,audio_features,False,False,234773,1,5,23mKQ2dfJ9eOjgkg7R4MdD,Rubato,23mKQ2dfJ9eOjgkg7R4MdD,Rubato,4owTs0jdv8glrui4M3m0rY,İKİ,2016-04-01,11,album,2019-09-04T18:15:26Z,[],[],0.324,0.371,11,-8.081,0,0.0437,0.74,2.16e-05,0.236,0.123,93.949,spotify:track:3GZlJvYxjNc1WaMhds7wbu,https://api.spotify.com/v1/tracks/3GZlJvYxjNc1WaMhds7wbu,https://api.spotify.com/v1/audio-analysis/3GZlJvYxjNc1WaMhds7wbu,3
