id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type,added_at,genres,album_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,time_signature
354Fy8ZNUiuLnVD2pTTYIj,Esaret,22,audio_features,False,False,177400,1,7,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.342,0.225,11,-12.865,0,0.0426,0.745,0.0,0.139,0.172,58.528,spotify:track:354Fy8ZNUiuLnVD2pTTYIj,https://api.spotify.com/v1/tracks/354Fy8ZNUiuLnVD2pTTYIj,https://api.spotify.com/v1/audio-analysis/354Fy8ZNUiuLnVD2pTTYIj,4
4zszhkAik9h9QIigpLmYrD,Leyla,37,audio_features,False,False,186840,1,9,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.793,0.507,1,-10.693,0,0.164,0.141,0.0,0.231,0.69,120.05,spotify:track:4zszhkAik9h9QIigpLmYrD,https://api.spotify.com/v1/tracks/4zszhkAik9h9QIigpLmYrD,https://api.spotify.com/v1/audio-analysis/4zszhkAik9h9QIigpLmYrD,4
4txOdPaJ2l13JlfzUA7ibo,Issız Ada,40,audio_features,False,False,202227,1,10,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.624,0.41,11,-9.999,1,0.0596,0.258,7.04e-06,0.211,0.619,118.925,spotify:track:4txOdPaJ2l13JlfzUA7ibo,https://api.spotify.com/v1/tracks/4txOdPaJ2l13JlfzUA7ibo,https://api.spotify.com/v1/audio-analysis/4txOdPaJ2l13JlfzUA7ibo,5
0Vu7dBDehf5X0JKrsE0ymN,Aslan Gibi,53,audio_features,False,False,234587,1,11,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.711,0.526,6,-9.794,0,0.117,0.323,0.0,0.103,0.777,89.91,spotify:track:0Vu7dBDehf5X0JKrsE0ymN,https://api.spotify.com/v1/tracks/0Vu7dBDehf5X0JKrsE0ymN,https://api.spotify.com/v1/audio-analysis/0Vu7dBDehf5X0JKrsE0ymN,4
544iFVaChEJGWdQseGq1E0,(K)açık Deniz - Remix,20,audio_features,False,False,225467,1,12,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.708,0.546,1,-7.876,0,0.0352,0.0638,0.0311,0.0469,0.74,136.023,spotify:track:544iFVaChEJGWdQseGq1E0,https://api.spotify.com/v1/tracks/544iFVaChEJGWdQseGq1E0,https://api.spotify.com/v1/audio-analysis/544iFVaChEJGWdQseGq1E0,4
6eFKgvrLxC1bCr5HSOz1qH,(c)esaret - Remix,18,audio_features,False,False,203360,1,13,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:34Z,['turkish pop'],['turkish pop'],0.778,0.524,11,-8.641,0,0.0426,0.134,0.0159,0.0977,0.657,123.985,spotify:track:6eFKgvrLxC1bCr5HSOz1qH,https://api.spotify.com/v1/tracks/6eFKgvrLxC1bCr5HSOz1qH,https://api.spotify.com/v1/audio-analysis/6eFKgvrLxC1bCr5HSOz1qH,4
5FH9NxVqSMCUTAOaocK5Y1,Zor Sevdiğimden,47,audio_features,False,False,214373,1,8,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,4Fv6YanGL9oUQEZv3eiCK8,Vaveyla,2012-12-01,13,album,2018-08-27T23:31:24Z,['turkish pop'],['turkish pop'],0.651,0.264,1,-12.425,0,0.0412,0.763,3.27e-06,0.133,0.377,137.762,spotify:track:5FH9NxVqSMCUTAOaocK5Y1,https://api.spotify.com/v1/tracks/5FH9NxVqSMCUTAOaocK5Y1,https://api.spotify.com/v1/audio-analysis/5FH9NxVqSMCUTAOaocK5Y1,4
4dXEUCEfsCOyJVQXQ1cWG2,Hatıran Yeter,36,audio_features,False,False,225575,1,1,70Ya7DKJEo20SAkxjirYnu,Zakkum,70Ya7DKJEo20SAkxjirYnu,Zakkum,1xX97KHEPMxRwdag8Xn2yA,Hatıran Yeter,2018-01-31,1,album,2018-08-27T23:26:58Z,"['turkish pop', 'turkish rock']","['turkish pop', 'turkish rock']",0.584,0.478,10,-8.479,1,0.0316,0.359,0.00282,0.112,0.513,97.097,spotify:track:4dXEUCEfsCOyJVQXQ1cWG2,https://api.spotify.com/v1/tracks/4dXEUCEfsCOyJVQXQ1cWG2,https://api.spotify.com/v1/audio-analysis/4dXEUCEfsCOyJVQXQ1cWG2,4
4LTOzL6JsnQBifmpsbo9a5,September Song - Guitar Acoustic,0,audio_features,False,False,212153,1,1,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,58wAIiRLQ5q2yMN76ys9F2,September Song (Guitar Acoustic),2016-10-14,1,album,2018-08-25T11:52:37Z,"['neo mellow', 'pop', 'pop rock', 'tropical house', 'uk pop']","['neo mellow', 'pop', 'pop rock', 'tropical house', 'uk pop']",0.41,0.428,0,-7.927,0,0.0329,0.359,0.0,0.138,0.526,88.361,spotify:track:4LTOzL6JsnQBifmpsbo9a5,https://api.spotify.com/v1/tracks/4LTOzL6JsnQBifmpsbo9a5,https://api.spotify.com/v1/audio-analysis/4LTOzL6JsnQBifmpsbo9a5,4
7gVBniGxPuV93uoTEia28U,Gidemem,50,audio_features,False,False,315200,1,2,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,5I7XD7PnAQz7apGrCh38Oj,Kardelen,2005-09-10,8,album,2018-08-04T14:49:20Z,['turkish pop'],['turkish pop'],0.476,0.667,11,-5.959,0,0.0909,0.286,1.71e-06,0.0981,0.389,143.934,spotify:track:7gVBniGxPuV93uoTEia28U,https://api.spotify.com/v1/tracks/7gVBniGxPuV93uoTEia28U,https://api.spotify.com/v1/audio-analysis/7gVBniGxPuV93uoTEia28U,4
1yP8Yqwu8YS3BiBKVWCjpR,Think Before I Talk - Acoustic,0,audio_features,False,False,217400,1,1,3AVfmawzu83sp94QW7CEGm,Astrid S,3AVfmawzu83sp94QW7CEGm,Astrid S,5yCg1UKkzPTmX8U3aZ9nZk,Think Before I Talk (Acoustic),2017-10-27,1,album,2018-06-18T16:28:27Z,"['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']","['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",0.778,0.225,5,-8.848,1,0.0523,0.947,0.0,0.103,0.288,106.996,spotify:track:1yP8Yqwu8YS3BiBKVWCjpR,https://api.spotify.com/v1/tracks/1yP8Yqwu8YS3BiBKVWCjpR,https://api.spotify.com/v1/audio-analysis/1yP8Yqwu8YS3BiBKVWCjpR,4
4SVOW8kKXfvK8mK1WPnca4,Öndeyiş,0,audio_features,False,False,28573,1,1,7JVJiShPyjp98hKUgYHCi6,Fatih Ahıskalı,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,[],['turkish pop'],0.571,0.429,5,-13.899,0,0.113,0.841,0.679,0.135,0.469,89.831,spotify:track:4SVOW8kKXfvK8mK1WPnca4,https://api.spotify.com/v1/tracks/4SVOW8kKXfvK8mK1WPnca4,https://api.spotify.com/v1/audio-analysis/4SVOW8kKXfvK8mK1WPnca4,1
7MnrlQCQBeL4OzAjcl7nwG,Acısa da Öldürmez,52,audio_features,False,False,204627,1,2,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.64,0.73,5,-3.885,0,0.169,0.375,0.0,0.0475,0.845,175.988,spotify:track:7MnrlQCQBeL4OzAjcl7nwG,https://api.spotify.com/v1/tracks/7MnrlQCQBeL4OzAjcl7nwG,https://api.spotify.com/v1/audio-analysis/7MnrlQCQBeL4OzAjcl7nwG,4
5tM5kDTxYKCFJzlfyXiTpF,Kafa,59,audio_features,False,False,177733,1,3,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.562,0.789,5,-3.651,0,0.0592,0.0154,0.0,0.0765,0.96,120.053,spotify:track:5tM5kDTxYKCFJzlfyXiTpF,https://api.spotify.com/v1/tracks/5tM5kDTxYKCFJzlfyXiTpF,https://api.spotify.com/v1/audio-analysis/5tM5kDTxYKCFJzlfyXiTpF,4
6MkVP8J7plggeSK8e6LPVL,Oluruna Bırak,54,audio_features,False,False,243000,1,4,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.598,0.598,5,-3.947,0,0.0494,0.303,0.0,0.341,0.293,143.849,spotify:track:6MkVP8J7plggeSK8e6LPVL,https://api.spotify.com/v1/tracks/6MkVP8J7plggeSK8e6LPVL,https://api.spotify.com/v1/audio-analysis/6MkVP8J7plggeSK8e6LPVL,4
2gZeqcysy8j1FrrBUVdIb8,Boş Yere,50,audio_features,False,False,240227,1,5,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.613,0.657,6,-6.376,0,0.161,0.316,0.0,0.145,0.636,175.852,spotify:track:2gZeqcysy8j1FrrBUVdIb8,https://api.spotify.com/v1/tracks/2gZeqcysy8j1FrrBUVdIb8,https://api.spotify.com/v1/audio-analysis/2gZeqcysy8j1FrrBUVdIb8,4
6fX30AZw0PGummNfDSf8L2,Gol,37,audio_features,False,False,241440,1,6,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.872,0.822,2,-3.662,1,0.294,0.0747,0.0,0.0752,0.652,127.003,spotify:track:6fX30AZw0PGummNfDSf8L2,https://api.spotify.com/v1/tracks/6fX30AZw0PGummNfDSf8L2,https://api.spotify.com/v1/audio-analysis/6fX30AZw0PGummNfDSf8L2,4
5rCgPKPSfyqJNyG1ytJijX,Boşver,31,audio_features,False,False,284640,1,7,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.72,0.768,6,-4.331,0,0.026,0.0983,5.08e-06,0.108,0.569,129.99,spotify:track:5rCgPKPSfyqJNyG1ytJijX,https://api.spotify.com/v1/tracks/5rCgPKPSfyqJNyG1ytJijX,https://api.spotify.com/v1/audio-analysis/5rCgPKPSfyqJNyG1ytJijX,4
4qSq7aenpFm9OMWAC2zFNF,Tam da Bugün,49,audio_features,False,False,172493,1,8,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.538,0.448,5,-9.16,1,0.0738,0.367,0.0,0.118,0.407,75.107,spotify:track:4qSq7aenpFm9OMWAC2zFNF,https://api.spotify.com/v1/tracks/4qSq7aenpFm9OMWAC2zFNF,https://api.spotify.com/v1/audio-analysis/4qSq7aenpFm9OMWAC2zFNF,4
6J0J7DGM10Ww7VIzICNFlU,Cam,46,audio_features,False,False,201947,1,9,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.682,0.664,5,-3.925,0,0.0466,0.148,0.0,0.497,0.484,86.012,spotify:track:6J0J7DGM10Ww7VIzICNFlU,https://api.spotify.com/v1/tracks/6J0J7DGM10Ww7VIzICNFlU,https://api.spotify.com/v1/audio-analysis/6J0J7DGM10Ww7VIzICNFlU,4
7uUBqbkVG2QRK0BHjdeSX2,Kafa - Kafoz Versiyon,27,audio_features,False,False,249253,1,10,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.665,0.782,5,-3.793,0,0.0415,0.404,9.03e-06,0.109,0.434,123.981,spotify:track:7uUBqbkVG2QRK0BHjdeSX2,https://api.spotify.com/v1/tracks/7uUBqbkVG2QRK0BHjdeSX2,https://api.spotify.com/v1/audio-analysis/7uUBqbkVG2QRK0BHjdeSX2,4
566BArD5bHEJoFx0VQEeqV,Zamanında,41,audio_features,False,False,328120,1,11,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.409,0.291,0,-8.164,0,0.064,0.749,0.0,0.381,0.191,72.829,spotify:track:566BArD5bHEJoFx0VQEeqV,https://api.spotify.com/v1/tracks/566BArD5bHEJoFx0VQEeqV,https://api.spotify.com/v1/audio-analysis/566BArD5bHEJoFx0VQEeqV,4
3tFYj8tV2Ui6lNS3NScIoI,Vur Kadehi Ustam,50,audio_features,False,False,306187,1,12,5gFPi3KWXEwA9bLEO47Ow0,Sıla,5gFPi3KWXEwA9bLEO47Ow0,Sıla,2zSzfMd1A2eMjqljtZUX9f,Konuşmadığımız Şeyler Var,2010-11-29,12,album,2018-05-28T09:57:24Z,['turkish pop'],['turkish pop'],0.418,0.674,0,-3.579,0,0.0459,0.575,8.94e-05,0.117,0.636,172.195,spotify:track:3tFYj8tV2Ui6lNS3NScIoI,https://api.spotify.com/v1/tracks/3tFYj8tV2Ui6lNS3NScIoI,https://api.spotify.com/v1/audio-analysis/3tFYj8tV2Ui6lNS3NScIoI,5
5l91KHr9uF8wdSdtRoZba8,Wicked Game - Remastered,64,audio_features,False,False,286880,1,3,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,4aS233D1sBxySxC1dKVtup,Best Of Chris Isaak,2006-05-05,18,album,2018-05-25T12:13:28Z,['mellow gold'],['mellow gold'],0.664,0.553,9,-7.723,1,0.0264,0.743,0.00978,0.0838,0.287,112.52,spotify:track:5l91KHr9uF8wdSdtRoZba8,https://api.spotify.com/v1/tracks/5l91KHr9uF8wdSdtRoZba8,https://api.spotify.com/v1/audio-analysis/5l91KHr9uF8wdSdtRoZba8,4
7uYFsRPqCTLIwSgWz4SEXH,Yağmur,23,audio_features,False,False,190166,1,9,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,2YS3khuycfVxtVjn43sta2,130 Bpm Forte,2017-06-28,11,album,2018-04-30T10:33:22Z,"['deep turkish pop', 'karadeniz pop', 'turkish pop', 'turkish trap pop']","['deep turkish pop', 'karadeniz pop', 'turkish pop', 'turkish trap pop']",0.649,0.747,4,-3.897,0,0.0843,0.0572,0.0,0.18,0.6,124.93,spotify:track:7uYFsRPqCTLIwSgWz4SEXH,https://api.spotify.com/v1/tracks/7uYFsRPqCTLIwSgWz4SEXH,https://api.spotify.com/v1/audio-analysis/7uYFsRPqCTLIwSgWz4SEXH,4
6gxycjJNMgmAyfzUXBN80P,Goodbye My Lover,72,audio_features,False,False,258653,1,4,7KMqksf0UMdyA0UCf4R3ux,James Blunt,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1ekaxA9Q5GzUPCepx4wzMF,Back to Bedlam,2005-08-08,10,album,2018-04-26T13:04:45Z,"['neo mellow', 'pop', 'pop rock']","['neo mellow', 'pop', 'pop rock']",0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,4
67jvIkRay68LxQ66DKWa2s,Lost on You,35,audio_features,False,False,266115,1,1,0J7U24vlOOIeMpuaO6Q85A,LP,0J7U24vlOOIeMpuaO6Q85A,LP,4cbdEbEfSPTvM1mU1WAagc,Lost on You,2016-06-07,1,album,2016-09-24T22:32:03Z,"['la pop', ""women's music""]","['la pop', ""women's music""]",0.437,0.708,5,-6.613,0,0.0354,0.111,0.0,0.114,0.687,173.974,spotify:track:67jvIkRay68LxQ66DKWa2s,https://api.spotify.com/v1/tracks/67jvIkRay68LxQ66DKWa2s,https://api.spotify.com/v1/audio-analysis/67jvIkRay68LxQ66DKWa2s,4
6ZSO7kPn8IMJFymyticbJO,Gold,67,audio_features,False,False,225882,1,1,4u5smJBskI6Adzv08PuiUP,Kiiara,4u5smJBskI6Adzv08PuiUP,Kiiara,2EvTMiJyF3H4BoxNCL4HLh,low kii savage,2016-03-22,6,album,2016-09-24T22:29:50Z,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']","['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,spotify:track:6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,5
1MDoll6jK4rrk2BcFRP5i7,Hello,4,audio_features,False,False,295502,1,1,4dpARuHxo51G3z768sgnrY,Adele,4dpARuHxo51G3z768sgnrY,Adele,5y28RdPzIRXegzr5YM9Y0D,Hello,2015-10-23,1,album,2016-01-04T21:43:58Z,"['british soul', 'pop', 'pop soul', 'uk pop']","['british soul', 'pop', 'pop soul', 'uk pop']",0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,spotify:track:1MDoll6jK4rrk2BcFRP5i7,https://api.spotify.com/v1/tracks/1MDoll6jK4rrk2BcFRP5i7,https://api.spotify.com/v1/audio-analysis/1MDoll6jK4rrk2BcFRP5i7,4
